prompt,baseline,context,augmented_prompt
qual é o CEP do endereço QR 207 CONJUNTO A LOTE 04 SANTA MARIA?,o CEP do endereço QR 207 CONJUNTO A LOTE 04 SANTA MARIA é 72507401 porque o endereço QR 207 CONJUNTO A LOTE 04 SANTA MARIA está contido no endereço QR 207 Conjunto A Santa Maria cujo CEP é 72507401,"CEP: 72502615 | Descrição: QR 402 Conjunto O | Complemento:  | Descrição Bairro: Santa Maria
CEP: 72503715 | Descrição: QR 403 Conjunto O | Complemento:  | Descrição Bairro: Santa Maria
CEP: 72502624 | Descrição: QR 402 Conjunto X | Complemento:  | Descrição Bairro: Santa Maria
CEP: 72547605 | Descrição: QR 317 Conjunto E | Complemento:  | Descrição Bairro: Santa Maria
CEP: 72502621 | Descrição: QR 402 Conjunto U | Complemento:  | Descrição Bairro: Santa Maria
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 72502615 | Descrição: QR 402 Conjunto O | Complemento:  | Descrição Bairro: Santa Maria
CEP: 72503715 | Descrição: QR 403 Conjunto O | Complemento:  | Descrição Bairro: Santa Maria
CEP: 72502624 | Descrição: QR 402 Conjunto X | Complemento:  | Descrição Bairro: Santa Maria
CEP: 72547605 | Descrição: QR 317 Conjunto E | Complemento:  | Descrição Bairro: Santa Maria
CEP: 72502621 | Descrição: QR 402 Conjunto U | Complemento:  | Descrição Bairro: Santa Maria


Pergunta:
qual é o CEP do endereço QR 207 CONJUNTO A LOTE 04 SANTA MARIA?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SHCN CL QD 213 BLOCO A S/N LOJA: 3; ASA NORTE?,o CEP do endereço SHCN CL QD 213 BLOCO A S/N LOJA: 3; ASA NORTE é 70872510 porque o endereço SHCN CL QD 213 BLOCO A S/N LOJA: 3; ASA NORTE está contido no endereço CLN 213 Bloco A Asa Norte cujo CEP é 70872510,"CEP: 70877150 | Descrição: SQN 414 Bloco O | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70876050 | Descrição: SQN 413 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70833050 | Descrição: SQN 203 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70864080 | Descrição: SQN 212 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70872050 | Descrição: SQN 213 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70877150 | Descrição: SQN 414 Bloco O | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70876050 | Descrição: SQN 413 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70833050 | Descrição: SQN 203 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70864080 | Descrição: SQN 212 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70872050 | Descrição: SQN 213 Bloco E | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço SHCN CL QD 213 BLOCO A S/N LOJA: 3; ASA NORTE?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço CLSW 302 BLOCO C S/N SALA 123 EDIF ATHENAS SETOR SUDOESTE?,o CEP do endereço CLSW 302 BLOCO C S/N SALA 123 EDIF ATHENAS SETOR SUDOESTE é 70673613 porque o endereço CLSW 302 BLOCO C S/N SALA 123 EDIF ATHENAS SETOR SUDOESTE está contido no endereço CLSW 302 Bloco C Setor Sudoeste cujo CEP é 70673613,"CEP: 70857550 | Descrição: CLN 409 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70743540 | Descrição: CLN 107 Bloco D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70847550 | Descrição: CLN 406 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70766550 | Descrição: CLN 313 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70743500 | Descrição: CLN 107 | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70857550 | Descrição: CLN 409 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70743540 | Descrição: CLN 107 Bloco D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70847550 | Descrição: CLN 406 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70766550 | Descrição: CLN 313 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70743500 | Descrição: CLN 107 | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço CLSW 302 BLOCO C S/N SALA 123 EDIF ATHENAS SETOR SUDOESTE?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço DAS ARAUCRIAS 1665 SLS 01 A 11 S/N SUBSOLO SUL (AGUAS CLARAS)?,o CEP do endereço DAS ARAUCRIAS 1665 SLS 01 A 11 S/N SUBSOLO SUL (AGUAS CLARAS) é 71936250 porque o endereço DAS ARAUCRIAS 1665 SLS 01 A 11 S/N SUBSOLO SUL (AGUAS CLARAS) está contido no endereço Avenida das Araucárias Sul (Águas Claras) cujo CEP é 71936250,"CEP: 71938720 | Descrição: Rua Alecrim | Complemento:  | Descrição Bairro: Sul (Águas Claras)
CEP: 71939180 | Descrição: Rua 13 | Complemento:  | Descrição Bairro: Sul (Águas Claras)
CEP: 71936970 | Descrição: Avenida das Araucárias 2º Piso Lojas 248/250 Lotes 1835/2005 | Complemento:  | Descrição Bairro: Sul (Águas Claras)
CEP: 71738010 | Descrição: Setor de Postos e Motéis Sul I | Complemento: (Lado impar) | Descrição Bairro: Setor de Postos e Motéis Sul (Núcleo Bandeirante)
CEP: 71927360 | Descrição: Rua Arariba | Complemento:  | Descrição Bairro: Sul (Águas Claras)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 71938720 | Descrição: Rua Alecrim | Complemento:  | Descrição Bairro: Sul (Águas Claras)
CEP: 71939180 | Descrição: Rua 13 | Complemento:  | Descrição Bairro: Sul (Águas Claras)
CEP: 71936970 | Descrição: Avenida das Araucárias 2º Piso Lojas 248/250 Lotes 1835/2005 | Complemento:  | Descrição Bairro: Sul (Águas Claras)
CEP: 71738010 | Descrição: Setor de Postos e Motéis Sul I | Complemento: (Lado impar) | Descrição Bairro: Setor de Postos e Motéis Sul (Núcleo Bandeirante)
CEP: 71927360 | Descrição: Rua Arariba | Complemento:  | Descrição Bairro: Sul (Águas Claras)


Pergunta:
qual é o CEP do endereço DAS ARAUCRIAS 1665 SLS 01 A 11 S/N SUBSOLO SUL (AGUAS CLARAS)?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SEPS SETOR DE EDIFICIOS DE UTILIDADES PUBLICAS S/N SUL EQ ENTREQUADRA ASA SUL?,o CEP do endereço SEPS SETOR DE EDIFICIOS DE UTILIDADES PUBLICAS S/N SUL EQ ENTREQUADRA ASA SUL é 70390145 porque o endereço SEPS SETOR DE EDIFICIOS DE UTILIDADES PUBLICAS S/N SUL EQ ENTREQUADRA ASA SUL está contido no endereço SEPS 714/914 Asa Sul cujo CEP é 70390145,"CEP: 71738010 | Descrição: Setor de Postos e Motéis Sul I | Complemento: (Lado impar) | Descrição Bairro: Setor de Postos e Motéis Sul (Núcleo Bandeirante)
CEP: 70648500 | Descrição: Área Especial | Complemento: (ARUC) | Descrição Bairro: Cruzeiro Velho
CEP: 71951650 | Descrição: QS 1 Rua 800 | Complemento:  | Descrição Bairro: Areal (Águas Claras)
CEP: 71761270 | Descrição: Setor de Chácaras Córrego da Onça Rua B | Complemento:  | Descrição Bairro: Setor de Chácaras Córrego da Onça (Núcleo Bandeirante)
CEP: 71761390 | Descrição: Setor de Chácaras Córrego da Onça Rua C | Complemento:  | Descrição Bairro: Setor de Chácaras Córrego da Onça (Núcleo Bandeirante)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 71738010 | Descrição: Setor de Postos e Motéis Sul I | Complemento: (Lado impar) | Descrição Bairro: Setor de Postos e Motéis Sul (Núcleo Bandeirante)
CEP: 70648500 | Descrição: Área Especial | Complemento: (ARUC) | Descrição Bairro: Cruzeiro Velho
CEP: 71951650 | Descrição: QS 1 Rua 800 | Complemento:  | Descrição Bairro: Areal (Águas Claras)
CEP: 71761270 | Descrição: Setor de Chácaras Córrego da Onça Rua B | Complemento:  | Descrição Bairro: Setor de Chácaras Córrego da Onça (Núcleo Bandeirante)
CEP: 71761390 | Descrição: Setor de Chácaras Córrego da Onça Rua C | Complemento:  | Descrição Bairro: Setor de Chácaras Córrego da Onça (Núcleo Bandeirante)


Pergunta:
qual é o CEP do endereço SEPS SETOR DE EDIFICIOS DE UTILIDADES PUBLICAS S/N SUL EQ ENTREQUADRA ASA SUL?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SGAS 605 S/N PARTE CANTINA ASA SUL?,o CEP do endereço SGAS 605 S/N PARTE CANTINA ASA SUL é 70200650 porque o endereço SGAS 605 S/N PARTE CANTINA ASA SUL está contido no endereço SGAS 605 Asa Sul cujo CEP é 70200650,"CEP: 70830400 | Descrição: SGAN 609 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830300 | Descrição: SGAN 607 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830250 | Descrição: SGAN 606 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70390060 | Descrição: SGAS 906 | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70830255 | Descrição: SGAN 606 Módulo E | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70830400 | Descrição: SGAN 609 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830300 | Descrição: SGAN 607 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830250 | Descrição: SGAN 606 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70390060 | Descrição: SGAS 906 | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70830255 | Descrição: SGAN 606 Módulo E | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço SGAS 605 S/N PARTE CANTINA ASA SUL?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço MDB CL CONJUNTO 12 BL G LJ 01 S/N LAGO SUL?,o CEP do endereço MDB CL CONJUNTO 12 BL G LJ 01 S/N LAGO SUL é 71680120 porque o endereço MDB CL CONJUNTO 12 BL G LJ 01 S/N LAGO SUL está contido no endereço SMDB Conjunto 12 Setor de Mansões Dom Bosco (Lago Sul) cujo CEP é 71680120,"CEP: 70762520 | Descrição: CLN 112 Bloco B | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70772520 | Descrição: CLN 115 Bloco B | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70743540 | Descrição: CLN 107 Bloco D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70377520 | Descrição: CLS 114 Bloco B | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70872540 | Descrição: CLN 213 Bloco D | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70762520 | Descrição: CLN 112 Bloco B | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70772520 | Descrição: CLN 115 Bloco B | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70743540 | Descrição: CLN 107 Bloco D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70377520 | Descrição: CLS 114 Bloco B | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70872540 | Descrição: CLN 213 Bloco D | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço MDB CL CONJUNTO 12 BL G LJ 01 S/N LAGO SUL?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço QND 13 LOTE 07 LOJA 1 TAGUATINGA NORTE (TAGUATINGA)?,o CEP do endereço QND 13 LOTE 07 LOJA 1 TAGUATINGA NORTE (TAGUATINGA) é 72120130 porque o endereço QND 13 LOTE 07 LOJA 1 TAGUATINGA NORTE (TAGUATINGA) está contido no endereço QND 13 Taguatinga Norte (Taguatinga) cujo CEP é 72120130,"CEP: 72125130 | Descrição: QNE 13 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72125210 | Descrição: QNE 21 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72125070 | Descrição: QNE 7 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72125120 | Descrição: QNE 12 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72125150 | Descrição: QNE 15 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 72125130 | Descrição: QNE 13 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72125210 | Descrição: QNE 21 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72125070 | Descrição: QNE 7 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72125120 | Descrição: QNE 12 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72125150 | Descrição: QNE 15 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)


Pergunta:
qual é o CEP do endereço QND 13 LOTE 07 LOJA 1 TAGUATINGA NORTE (TAGUATINGA)?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
"qual é o CEP do endereço CLNW 10/11 BLOCO I LOJAS 02, 03 E 04 SETOR NOROESTE?","o CEP do endereço CLNW 10/11 BLOCO I LOJAS 02, 03 E 04 SETOR NOROESTE é 70686645 porque o endereço CLNW 10/11 BLOCO I LOJAS 02, 03 E 04 SETOR NOROESTE está contido no endereço CLNW 10/11 Lote I Setor Noroeste cujo CEP é 70686645","CEP: 70686645 | Descrição: CLNW 10/11 Lote I | Complemento:  | Descrição Bairro: Setor Noroeste
CEP: 70857550 | Descrição: CLN 409 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70686625 | Descrição: CLNW 10/11 Lote E | Complemento:  | Descrição Bairro: Setor Noroeste
CEP: 70686650 | Descrição: CLNW 10/11 Lote J | Complemento:  | Descrição Bairro: Setor Noroeste
CEP: 70856550 | Descrição: CLN 408 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70686645 | Descrição: CLNW 10/11 Lote I | Complemento:  | Descrição Bairro: Setor Noroeste
CEP: 70857550 | Descrição: CLN 409 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70686625 | Descrição: CLNW 10/11 Lote E | Complemento:  | Descrição Bairro: Setor Noroeste
CEP: 70686650 | Descrição: CLNW 10/11 Lote J | Complemento:  | Descrição Bairro: Setor Noroeste
CEP: 70856550 | Descrição: CLN 408 Bloco E | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço CLNW 10/11 BLOCO I LOJAS 02, 03 E 04 SETOR NOROESTE?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SEPN 504 BLOCO C 31 SALA 220 EDIF MARIANA ASA NORTE?,o CEP do endereço SEPN 504 BLOCO C 31 SALA 220 EDIF MARIANA ASA NORTE é 70730523 porque o endereço SEPN 504 BLOCO C 31 SALA 220 EDIF MARIANA ASA NORTE está contido no endereço SEPN 504 Bloco C Asa Norte cujo CEP é 70730523,"CEP: 70760545 | Descrição: SEPN 514 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70750545 | Descrição: SEPN 511 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70750505 | Descrição: SEPN 509 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70770505 | Descrição: SEPN 515 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730520 | Descrição: SEPN 504 | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70760545 | Descrição: SEPN 514 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70750545 | Descrição: SEPN 511 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70750505 | Descrição: SEPN 509 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70770505 | Descrição: SEPN 515 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730520 | Descrição: SEPN 504 | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço SEPN 504 BLOCO C 31 SALA 220 EDIF MARIANA ASA NORTE?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SCN QUADRA 4 BLOCO B S/N SALA 702 PARTE 2096 ASA NORTE?,o CEP do endereço SCN QUADRA 4 BLOCO B S/N SALA 702 PARTE 2096 ASA NORTE é 70714020 porque o endereço SCN QUADRA 4 BLOCO B S/N SALA 702 PARTE 2096 ASA NORTE está contido no endereço SCN Quadra 4 Bloco B Asa Norte cujo CEP é 70714020,"CEP: 70730555 | Descrição: SCLRN 705 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730558 | Descrição: SCLRN 705 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760555 | Descrição: SCLRN 714 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730552 | Descrição: SCLRN 705 Bloco B | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730554 | Descrição: SCLRN 705 Bloco D | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70730555 | Descrição: SCLRN 705 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730558 | Descrição: SCLRN 705 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70760555 | Descrição: SCLRN 714 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730552 | Descrição: SCLRN 705 Bloco B | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70730554 | Descrição: SCLRN 705 Bloco D | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço SCN QUADRA 4 BLOCO B S/N SALA 702 PARTE 2096 ASA NORTE?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SCIA Q 14 CJ 2 LT 1 S/N LOTE 02 E 03 SCIA?,o CEP do endereço SCIA Q 14 CJ 2 LT 1 S/N LOTE 02 E 03 SCIA é 71250110 porque o endereço SCIA Q 14 CJ 2 LT 1 S/N LOTE 02 E 03 SCIA está contido no endereço SCIA Quadra 14 Conjunto 2 Zona Industrial (Guará) cujo CEP é 71250110,"CEP: 70760515 | Descrição: SCLRN 712 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70762050 | Descrição: SQN 112 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70770538 | Descrição: SCLRN 716 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70790162 | Descrição: SGAN 916 Módulo B | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70710650 | Descrição: SGAN 702 Conjunto A | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70760515 | Descrição: SCLRN 712 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70762050 | Descrição: SQN 112 Bloco E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70770538 | Descrição: SCLRN 716 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70790162 | Descrição: SGAN 916 Módulo B | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70710650 | Descrição: SGAN 702 Conjunto A | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço SCIA Q 14 CJ 2 LT 1 S/N LOTE 02 E 03 SCIA?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SETOR D SUL (COMERCIO) QSD CL LOTE 7 S/N SALA 101 PARTE U EDIF BERTULU TAGUATINGA SUL (TAGUATINGA)?,o CEP do endereço SETOR D SUL (COMERCIO) QSD CL LOTE 7 S/N SALA 101 PARTE U EDIF BERTULU TAGUATINGA SUL (TAGUATINGA) é 72020111 porque o endereço SETOR D SUL (COMERCIO) QSD CL LOTE 7 S/N SALA 101 PARTE U EDIF BERTULU TAGUATINGA SUL (TAGUATINGA) está contido no endereço Setor D Sul Taguatinga Sul (Taguatinga) cujo CEP é 72020111,"CEP: 72017344 | Descrição: QSC 19 Chácara 27 Conjunto H | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72017332 | Descrição: QSC 19 Chácara 27 Conjunto D | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72017290 | Descrição: QSC 19 Chácara 26 Conjunto H | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72020490 | Descrição: QSD 49 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72020190 | Descrição: QSD 19 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 72017344 | Descrição: QSC 19 Chácara 27 Conjunto H | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72017332 | Descrição: QSC 19 Chácara 27 Conjunto D | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72017290 | Descrição: QSC 19 Chácara 26 Conjunto H | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72020490 | Descrição: QSD 49 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72020190 | Descrição: QSD 19 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)


Pergunta:
qual é o CEP do endereço SETOR D SUL (COMERCIO) QSD CL LOTE 7 S/N SALA 101 PARTE U EDIF BERTULU TAGUATINGA SUL (TAGUATINGA)?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço CSB 2 LOTE 05 APT 806 608 TAGUATINGA?,o CEP do endereço CSB 2 LOTE 05 APT 806 608 TAGUATINGA é 72015525 porque o endereço CSB 2 LOTE 05 APT 806 608 TAGUATINGA está contido no endereço CSB 2 Taguatinga Sul (Taguatinga) cujo CEP é 72015525,"CEP: 72015908 | Descrição: CSA 2 Lote 06 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72015909 | Descrição: CSA 2 Lote 08 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72015906 | Descrição: CSA 2 Lote 03 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72015905 | Descrição: CSA 2 Lote 01/11 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72015933 | Descrição: CSB 2 Lote 07 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 72015908 | Descrição: CSA 2 Lote 06 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72015909 | Descrição: CSA 2 Lote 08 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72015906 | Descrição: CSA 2 Lote 03 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72015905 | Descrição: CSA 2 Lote 01/11 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)
CEP: 72015933 | Descrição: CSB 2 Lote 07 | Complemento:  | Descrição Bairro: Taguatinga Sul (Taguatinga)


Pergunta:
qual é o CEP do endereço CSB 2 LOTE 05 APT 806 608 TAGUATINGA?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SRES COMERCIO LOCAL BLOCO B LOTE 14 SALA 102 CRUZEIRO VELHO?,o CEP do endereço SRES COMERCIO LOCAL BLOCO B LOTE 14 SALA 102 CRUZEIRO VELHO é 70640525 porque o endereço SRES COMERCIO LOCAL BLOCO B LOTE 14 SALA 102 CRUZEIRO VELHO está contido no endereço Comércio Local Bloco B Cruzeiro Velho cujo CEP é 70640525,"CEP: 70640650 | Descrição: SRES Área Especial Bloco E | Complemento:  | Descrição Bairro: Cruzeiro Velho
CEP: 70640720 | Descrição: SRES Área Especial Bloco L | Complemento:  | Descrição Bairro: Cruzeiro Velho
CEP: 70645700 | Descrição: SRES Área Especial A | Complemento:  | Descrição Bairro: Cruzeiro Velho
CEP: 70200902 | Descrição: SES 805 Lote 21B Avenida das Nações | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70640740 | Descrição: SRES Área Especial Bloco N | Complemento:  | Descrição Bairro: Cruzeiro Velho
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70640650 | Descrição: SRES Área Especial Bloco E | Complemento:  | Descrição Bairro: Cruzeiro Velho
CEP: 70640720 | Descrição: SRES Área Especial Bloco L | Complemento:  | Descrição Bairro: Cruzeiro Velho
CEP: 70645700 | Descrição: SRES Área Especial A | Complemento:  | Descrição Bairro: Cruzeiro Velho
CEP: 70200902 | Descrição: SES 805 Lote 21B Avenida das Nações | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70640740 | Descrição: SRES Área Especial Bloco N | Complemento:  | Descrição Bairro: Cruzeiro Velho


Pergunta:
qual é o CEP do endereço SRES COMERCIO LOCAL BLOCO B LOTE 14 SALA 102 CRUZEIRO VELHO?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
